month_end,account_id,account_name,subsidiary_id,subsidiary_name,account_number,account_full_name,category,bs_flag,category_sorting,bs_flag_sorting,subsidiary_country,year,quarter,quarter_name,month,month_name,std_amount,std_amount_gbp,subsidiary_currency,is_year_end,is_quarter_end,account_type_name,ns_category,ns_bs_flag,ns_category_sorting,ns_bs_flag_sorting,ns_std_amount,ns_std_amount_gbp
31/08/2020,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2020,3,Qtr 3,8,Aug,205628.392,1316021.709,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1316021.709
31/10/2020,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2020,4,Qtr 4,10,Oct,205628.392,1314232.742,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1314232.742
31/01/2021,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,1,Jan,205628.392,1260090.786,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1260090.786
31/03/2021,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,3,Mar,205628.392,1285177.45,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1285177.45
31/05/2021,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,5,May,205628.392,1253305.05,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1253305.05
31/07/2021,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,7,Jul,205628.392,1286226.154,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1286226.154
31/08/2021,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,8,Aug,205628.392,1292086.564,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1292086.564
31/10/2021,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,10,Oct,205628.392,1313574.731,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1313574.731
31/01/2022,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,1,Jan,205628.392,1371705.878,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1371705.878
31/03/2022,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,3,Mar,205628.392,1377751.352,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1377751.352
31/05/2022,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,5,May,205628.392,1350526.153,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1350526.153
31/07/2022,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,7,Jul,205628.392,1500943.322,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1500943.322
31/08/2022,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,8,Aug,205628.392,1529278.914,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1529278.914
31/10/2022,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,10,Oct,205628.392,1350526.153,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1350526.153
31/01/2023,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2023,1,Qtr 1,1,Jan,205628.392,1412009.042,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1412009.042
31/03/2023,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2023,1,Qtr 1,3,Mar,205628.392,1408389.982,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1408389.982
31/05/2023,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2023,2,Qtr 2,5,May,205628.392,1433600.023,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1433600.023
31/07/2023,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2023,3,Qtr 3,7,Jul,205628.392,1390294.684,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1390294.684
31/08/2023,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2023,3,Qtr 3,8,Aug,205628.392,1403193.753,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1403193.753
31/10/2023,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2023,4,Qtr 4,10,Oct,205628.392,1350526.153,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1350526.153
31/01/2024,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2024,1,Qtr 1,1,Jan,205628.392,1414558.834,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1414558.834
31/03/2024,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2024,1,Qtr 1,3,Mar,205628.392,1417910.577,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1417910.577
31/05/2024,561,Fixtures Workshop,22,ACME LLC,81290,81290 - Fixtures Workshop,Tangible Fixed Assets,Assets,9,1,US,2024,2,Qtr 2,5,May,205628.392,1350526.153,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,205628.392,1350526.153
28/02/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,2,Feb,-8520,-56605.176,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-56605.176
31/03/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,3,Mar,-8520,-57085.704,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-57085.704
30/04/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,4,Apr,-8520,-60152.904,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-60152.904
31/05/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,5,May,-8520,-55957.656,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-55957.656
30/06/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,6,Jun,-8520,-61020.24,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-61020.24
31/07/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,7,Jul,-8520,-62190.036,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-62190.036
31/08/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,8,Aug,-8520,-63364.092,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-63364.092
30/09/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,9,Sep,-8520,-55957.656,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-55957.656
31/10/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,10,Oct,-8520,-55957.656,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-55957.656
30/11/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,11,Nov,-8520,-55957.656,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-55957.656
31/12/2022,564,Disposal During The Year,22,ACME LLC,81265,81265 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,12,Dec,-8520,-59403.144,USD,1,1,Fixed Asset,Fixed Asset,Assets,4,1,-8520,-59403.144
28/02/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,2,Feb,-27240,-167114.676,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-167114.676
31/03/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,3,Mar,-27240,-170250,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-170250
30/04/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,4,Apr,-27240,-167002.992,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-167002.992
31/05/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,5,May,-27240,-166027.8,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-166027.8
30/06/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,6,Jun,-27240,-170250,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-170250
31/07/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,7,Jul,-27240,-170388.924,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-170388.924
31/08/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,8,Aug,-27240,-171165.264,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-171165.264
30/09/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,9,Sep,-27240,-174935.28,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-174935.28
31/10/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,10,Oct,-27240,-174011.844,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-174011.844
30/11/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,11,Nov,-27240,-174011.844,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-174011.844
31/12/2021,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,12,Dec,-27240,-178727.088,USD,1,1,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-178727.088
31/01/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,1,Jan,-27240,-181712.592,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-181712.592
28/02/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,2,Feb,-27240,-180977.112,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-180977.112
31/03/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,3,Mar,-27240,-182513.448,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-182513.448
30/04/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,4,Apr,-27240,-192319.848,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-192319.848
31/05/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,5,May,-27240,-178906.872,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-178906.872
30/06/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,6,Jun,-27240,-195092.88,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-195092.88
31/07/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,7,Jul,-27240,-198832.932,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-198832.932
31/08/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,8,Aug,-27240,-202586.604,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-202586.604
30/09/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,9,Sep,-27240,-178906.872,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-178906.872
31/10/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,10,Oct,-27240,-178906.872,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-178906.872
30/11/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,11,Nov,-27240,-178906.872,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-178906.872
31/12/2022,396,Disposal During The Year,22,ACME LLC,81215,81215 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,12,Dec,-27240,-189922.728,USD,1,1,Fixed Asset,Fixed Asset,Assets,4,1,-27240,-189922.728
31/12/2020,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2020,4,Qtr 4,12,Dec,-1329.72,-8051.587576,USD,1,1,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8051.587576
31/01/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,1,Jan,-1329.72,-8148.52416,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8148.52416
28/02/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,2,Feb,-1329.72,-8157.699232,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8157.699232
31/03/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,3,Mar,-1329.72,-8310.75,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8310.75
30/04/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,4,Apr,-1329.72,-8152.247376,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8152.247376
31/05/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,5,May,-1329.72,-8104.6434,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8104.6434
30/06/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,6,Jun,-1329.72,-8310.75,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8310.75
31/07/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,7,Jul,-1329.72,-8317.531576,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8317.531576
31/08/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,8,Aug,-1329.72,-8355.428592,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8355.428592
30/09/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,9,Sep,-1329.72,-8539.46184,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8539.46184
31/10/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,10,Oct,-1329.72,-8494.384336,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8494.384336
30/11/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,11,Nov,-1329.72,-8494.384336,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-1329.72,-8494.384336
31/12/2021,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,12,Dec,-2659.44,-17449.11773,USD,1,1,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-17449.11773
31/01/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,1,Jan,-2659.44,-17740.59235,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-17740.59235
28/02/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,2,Feb,-2659.44,-17668.78747,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-17668.78747
31/03/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,3,Mar,-2659.44,-17818.77989,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-17818.77989
30/04/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,4,Apr,-2659.44,-18776.17829,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-18776.17829
31/05/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,5,May,-2659.44,-17466.67003,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-17466.67003
30/06/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,6,Jun,-2659.44,-19046.90928,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-19046.90928
31/07/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,7,Jul,-2659.44,-19412.05039,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-19412.05039
31/08/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,8,Aug,-2659.44,-19778.52122,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-19778.52122
30/09/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,9,Sep,-2659.44,-17466.67003,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-17466.67003
31/10/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,10,Oct,-2659.44,-17466.67003,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-17466.67003
30/11/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,11,Nov,-2659.44,-17466.67003,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-2659.44,-17466.67003
31/12/2022,401,Disposal During The Year,22,ACME LLC,81340,81340 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,4,Qtr 4,12,Dec,-3989.168,-27813.27713,USD,1,1,Fixed Asset,Fixed Asset,Assets,4,1,-3989.168,-27813.27713
28/02/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,2,Feb,-3680,-22576.432,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-22576.432
31/03/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,1,Qtr 1,3,Mar,-3680,-23000,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-23000
30/04/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,4,Apr,-3680,-22561.344,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-22561.344
31/05/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,5,May,-3680,-22429.6,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-22429.6
30/06/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,2,Qtr 2,6,Jun,-3680,-23000,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-23000
31/07/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,7,Jul,-3680,-23018.768,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-23018.768
31/08/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,8,Aug,-3680,-23123.648,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-23123.648
30/09/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,3,Qtr 3,9,Sep,-3680,-23632.96,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-23632.96
31/10/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,10,Oct,-3680,-23508.208,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-23508.208
30/11/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,11,Nov,-3680,-23508.208,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-23508.208
31/12/2021,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2021,4,Qtr 4,12,Dec,-3680,-24145.216,USD,1,1,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-24145.216
31/01/2022,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,1,Jan,-3680,-24548.544,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-24548.544
28/02/2022,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,2,Feb,-3680,-24449.184,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-24449.184
31/03/2022,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,1,Qtr 1,3,Mar,-3680,-24656.736,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-24656.736
30/04/2022,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,4,Apr,-3680,-25981.536,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-25981.536
31/05/2022,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,5,May,-3680,-24169.504,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-24169.504
30/06/2022,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,2,Qtr 2,6,Jun,-3680,-26356.16,USD,0,1,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-26356.16
31/07/2022,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,7,Jul,-3680,-26861.424,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-26861.424
31/08/2022,551,Disposal During The Year,22,ACME LLC,81640,81640 - Disposal During The Year,Tangible Fixed Assets,Assets,9,1,US,2022,3,Qtr 3,8,Aug,-3680,-27368.528,USD,0,0,Fixed Asset,Fixed Asset,Assets,4,1,-3680,-27368.528
